"Tair","SW","VPD","SWC","Landcover","Site_ID","GPP"
24.5,452.3,5.19,27.8,"GRA",37,16.0902
12.33,237,8.89,7.6,"GRA",8,1.18184
34.59,142,41.784,10.9,"GRA",8,3.75865
31.75,824,32.825,13.6,"GRA",8,11.7824
11.4,567.1,8.73,23.3,"GRA",37,12.0073
28.23,794,26.057,6.4,"GRA",4,16.8656
23.98,380.77,19.76,9,"GRA",43,6.00721
36.03,969,42.261,10.1,"GRA",8,8.89113
25.63,487.6,29.86,6,"GRA",43,1.46285
27.05,817,28.84,7,"GRA",43,2.1513
26.93,284,9.945,15.1,"GRA",8,3.35363
30.19,513.5,34.7,10,"GRA",43,2.57416
34.99,957,46.654,14,"GRA",8,3.81087
30.45,1030.43,32.53,4.27,"GRA",38,2.80099
29.73,284,19.223,5.9,"GRA",4,8.47011
24.813,583.08,16.96,9.073,"GRA",41,6.64537
31.43,891,34.57,9,"GRA",43,2.70753
22,229.1,12.16,29.5,"GRA",37,10.0549
17.252,738.31,9.766,9.961,"GRA",33,12.0691
17.978,909.801,9.788,10.953,"GRA",33,18.1813
20.94,523.15,13.86,16,"GRA",1,27.15
19.61,555.6,7.418,14.833,"GRA",15,23.5113
16.21,177.713,12.96,4,"GRA",43,1.03363
17.7,411.02,12.9,10.585,"GRA",41,9.3415
16.465,725.158,9.341,10.92,"GRA",33,18.8894
25.85,475.1,30.07,6,"GRA",43,2.65827
28.1,721,14.93,25.2,"GRA",37,21.6275
18.03,708,14.479,6.6,"GRA",8,3.54716
24.4,193,13.03,14.001,"GRA",43,2.24352
4.525,314.5,5.707,21.833,"GRA",33,0.652895
15.568,499.755,6.833,17.664,"GRA",16,15.0976
16.12,623.3,7.52,21.678,"GRA",33,14.471
26.539,919.32,20.057,18.025,"GRA",14,21.9211
24.3,639.4,15.25,9,"GRA",43,7.8879
26.11,305.54,27.63,7.542,"GRA",41,14.421
27.53,102,25.751,10.6,"GRA",8,1.74708
15.15,953.29,12.89,1,"GRA",43,2.14426
26.42,637.806,19.99,3,"GRA",43,0.355688
28.5,754,13.13,26.5,"GRA",37,20.4129
31.4,865,30.341,11.9,"GRA",8,5.42149
37.1,818,40.84,28.3,"GRA",37,12.6806
21.96,555.479,20.49,3.72,"GRA",38,1.58721
25.758,915.54,24.09,6.231,"GRA",41,5.56783
23.76,729.7,25.67,9,"GRA",43,2.10479
27.7,409.3,27.12,14,"GRA",37,14.0026
30.38,876,29.062,13.2,"GRA",8,10.0721
20.492,634.3,11.87,9.177,"GRA",41,7.83686
10.639,141.383,6.455,19.629,"GRA",33,4.92837
26.71,622.965,21.26,9,"GRA",43,2.24194
25.39,603,24.322,5.7,"GRA",8,5.81489
27.66,794.4,22.19,9,"GRA",43,4.72769
25.94,794.5,30.85,7,"GRA",43,3.54947
31.92,794,24.146,11.7,"GRA",8,9.26136
30.9,429.6,29.62,14.2,"GRA",37,8.20744
24.45,612.818,16.04,6.35,"GRA",38,7.55862
27.22,273,10.115,7.5,"GRA",8,7.82996
18.79,355.28,14.951,10,"GRA",1,21.0513
22.43,983,14.67,3,"GRA",43,7.9202
